"year","state","population"
2002,"kentucky",4089875
2002,"louisiana",4497267
2002,"massachusetts",6417206
2002,"maryland",5440389
2002,"maine",1295960
2002,"michigan",10015710
2002,"minnesota",5018935
2002,"missouri",5674825
2002,"mississippi",2858681
2002,"montana",911667
2002,"north carolina",8326201
2002,"north dakota",638168
2002,"nebraska",1728292
2002,"new hampshire",1269089
2002,"new jersey",8552643
2002,"new mexico",1855309
2002,"nevada",2173791
2002,"new york",19137800
2002,"ohio",11407889
2002,"oklahoma",3489080
2002,"oregon",3513424
2002,"pennsylvania",12331031
2002,"rhode island",1065995
2002,"south carolina",4107795
2002,"south dakota",760020
2002,"tennessee",5795918
2002,"texas",21690325
2002,"utah",2324815
2002,"virginia",7286873
2002,"vermont",615442
2002,"washington",6052349
2002,"wisconsin",5445162
2002,"west virginia",1805414
2002,"wyoming",500017
2003,"alaska",648414
2003,"alabama",4503491
2003,"arkansas",2724816
2003,"arizona",5510364
2003,"california",35253159
2003,"colorado",4528732
2003,"connecticut",3484336
2003,"district of columbia",568502
2003,"delaware",818003
2003,"florida",17004085
2003,"georgia",8622793
2003,"hawaii",1251154
2003,"iowa",2941999
2003,"idaho",1363380
2003,"illinois",12556006
2003,"indiana",6196638
2003,"kansas",2723004
2003,"kentucky",4117170
2003,"louisiana",4521042
2003,"massachusetts",6422565
2003,"maryland",5496269
2003,"maine",1306513
2003,"michigan",10041152
2003,"minnesota",5053572
2003,"missouri",5709403
2003,"mississippi",2868312
2003,"montana",919630
2003,"north carolina",8422501
2003,"north dakota",638817
2003,"nebraska",1738643
2003,"new hampshire",1279840
2003,"new jersey",8601402
2003,"new mexico",1877574
2003,"nevada",2248850
2003,"new york",19175939
2003,"ohio",11434788
2003,"oklahoma",3504892
2003,"oregon",3547376
2003,"pennsylvania",12374658
2003,"rhode island",1071342
2003,"south carolina",4150297
2003,"south dakota",763729
2003,"tennessee",5847812
2003,"texas",22030931
2003,"utah",2360137
2003,"virginia",7366977
2003,"vermont",617858
2003,"washington",6104115
2003,"wisconsin",5479203
2003,"west virginia",1812295
2003,"wyoming",503453
2004,"alaska",659286
2004,"alabama",4530729
2004,"arkansas",2749686
2004,"arizona",5652404
2004,"california",35574576
2004,"colorado",4575013
2004,"connecticut",3496094
2004,"district of columbia",567754
2004,"delaware",830803
2004,"florida",17415318
2004,"georgia",8769252
2004,"hawaii",1273569
2004,"iowa",2953635
2004,"idaho",1391802
2004,"illinois",12589773
2004,"indiana",6233007
2004,"kansas",2734373
2004,"kentucky",4146101
2004,"louisiana",4552238
2004,"massachusetts",6412281
2004,"maryland",5546935
2004,"maine",1313688
2004,"michigan",10055315
2004,"minnesota",5087713
2004,"missouri",5747741
2004,"mississippi",2889010
2004,"montana",930009
2004,"north carolina",8553152
2004,"north dakota",644705
2004,"nebraska",1749370
2004,"new hampshire",1290121
2004,"new jersey",8634561
2004,"new mexico",1903808
2004,"nevada",2346222
2004,"new york",19171567
2004,"ohio",11452251
2004,"oklahoma",3525233
2004,"oregon",3569463
2004,"pennsylvania",12410722
2004,"rhode island",1074579
2004,"south carolina",4210921
2004,"south dakota",770396
2004,"tennessee",5910809
2004,"texas",22394023
2004,"utah",2401580
2004,"virginia",7475575
2004,"vermont",619920
2004,"washington",6178645
2004,"wisconsin",5514026
2004,"west virginia",1816438
2004,"wyoming",509106
2005,"alaska",666946
2005,"alabama",4569805
2005,"arkansas",2781097
2005,"arizona",5839077
2005,"california",35827943
2005,"colorado",4631888
2005,"connecticut",3506956
2005,"district of columbia",567136
2005,"delaware",845150
2005,"florida",17842038
2005,"georgia",8925922
2005,"hawaii",1292729
2005,"iowa",2964454
2005,"idaho",1428241
2005,"illinois",12609903
2005,"indiana",6278616
2005,"kansas",2745299
2005,"kentucky",4182742
2005,"louisiana",4576628
2005,"massachusetts",6403290
2005,"maryland",5592379
2005,"maine",1318787
2005,"michigan",10051137
2005,"minnesota",5119598
2005,"missouri",5790300
2005,"mississippi",2905943
2005,"montana",940102
2005,"north carolina",8705407
2005,"north dakota",646089
2005,"nebraska",1761497
2005,"new hampshire",1298492
2005,"new jersey",8651974
2005,"new mexico",1932274
2005,"nevada",2432143
2005,"new york",19132610
2005,"ohio",11463320
2005,"oklahoma",3548597
2005,"oregon",3613202
2005,"pennsylvania",12449990
2005,"rhode island",1067916
2005,"south carolina",4270150
2005,"south dakota",775493
2005,"tennessee",5991057
2005,"texas",22778123
2005,"utah",2457719
2005,"virginia",7577105
2005,"vermont",621215
2005,"washington",6257305
2005,"wisconsin",5546166
2005,"west virginia",1820492
2005,"wyoming",514157
2006,"alaska",675302
2006,"alabama",4628981
2006,"arkansas",2821761
2006,"arizona",6029141
2006,"california",36021202
2006,"colorado",4720423
2006,"connecticut",3517460
2006,"district of columbia",570681
2006,"delaware",859268
2006,"florida",18166990
2006,"georgia",9155813
2006,"hawaii",1309731
2006,"iowa",2982644
2006,"idaho",1468669
2006,"illinois",12643955
2006,"indiana",6332669
2006,"kansas",2762931
2006,"kentucky",4219239
2006,"louisiana",4302665
2006,"massachusetts",6410084
2006,"maryland",5627367
2006,"maine",1323619
2006,"michigan",10036081
2006,"minnesota",5163555
2006,"missouri",5842704
2006,"mississippi",2904978
2006,"montana",952692
2006,"north carolina",8917270
2006,"north dakota",649422
2006,"nebraska",1772693
2006,"new hampshire",1308389
2006,"new jersey",8661679
2006,"new mexico",1962137
2006,"nevada",2522658
2006,"new york",19104631
2006,"ohio",11481213
2006,"oklahoma",3594090
2006,"oregon",3670883
2006,"pennsylvania",12510809
2006,"rhode island",1063096
2006,"south carolina",4357847
2006,"south dakota",783033
2006,"tennessee",6088766
2006,"texas",23359580
2006,"utah",2525507
2006,"virginia",7673725
2006,"vermont",622892
2006,"washington",6370753
2006,"wisconsin",5577655
2006,"west virginia",1827912
2006,"wyoming",522667
2007,"alaska",680300
2007,"alabama",4672840
2007,"arkansas",2848650
2007,"arizona",6167681
2007,"california",36250311
2007,"colorado",4803868
2007,"connecticut",3527270
2007,"district of columbia",574404
2007,"delaware",871749
2007,"florida",18367842
2007,"georgia",9349988
2007,"hawaii",1315675
2007,"iowa",2999212
2007,"idaho",1505105
2007,"illinois",12695866
2007,"indiana",6379599
2007,"kansas",2783785
2007,"kentucky",4256672
2007,"louisiana",4375581
2007,"massachusetts",6431559
2007,"maryland",5653408
2007,"maine",1327040
2007,"michigan",10001284
2007,"minnesota",5207203
2007,"missouri",5887612
2007,"mississippi",2928350
2007,"montana",964706
2007,"north carolina",9118037
2007,"north dakota",652822
2007,"nebraska",1783440
2007,"new hampshire",1312540
2007,"new jersey",8677885
2007,"new mexico",1990070
2007,"nevada",2601072
2007,"new york",19132335
2007,"ohio",11500468
2007,"oklahoma",3634349
2007,"oregon",3722417
2007,"pennsylvania",12563937
2007,"rhode island",1057315
2007,"south carolina",4444110
2007,"south dakota",791623
2007,"tennessee",6175727
2007,"texas",23831983
2007,"utah",2597746
2007,"virginia",7751000
2007,"vermont",623481
2007,"washington",6461587
2007,"wisconsin",5610775
2007,"west virginia",1834052
2007,"wyoming",534876
2008,"alaska",687455
2008,"alabama",4718206
2008,"arkansas",2874554
2008,"arizona",6280362
2008,"california",36604337
2008,"colorado",4889730
2008,"connecticut",3545579
2008,"district of columbia",580236
2008,"delaware",883874
2008,"florida",18527305
2008,"georgia",9504843
2008,"hawaii",1332213
2008,"iowa",3016734
2008,"idaho",1534320
2008,"illinois",12747038
2008,"indiana",6424806
2008,"kansas",2808076
2008,"kentucky",4289878
2008,"louisiana",4435586
2008,"massachusetts",6468967
2008,"maryland",5684965
2008,"maine",1330509
2008,"michigan",9946889
2008,"minnesota",5247018
2008,"missouri",5923916
2008,"mississippi",2947806
2008,"montana",976415
2008,"north carolina",9309449
2008,"north dakota",657569
2008,"nebraska",1796378
2008,"new hampshire",1315906
2008,"new jersey",8711090
2008,"new mexico",2010662
2008,"nevada",2653630
2008,"new york",19212436
2008,"ohio",11515391
2008,"oklahoma",3668976
2008,"oregon",3768748
2008,"pennsylvania",12612285
2008,"rhode island",1055003
2008,"south carolina",4528996
2008,"south dakota",799124
2008,"tennessee",6247411
2008,"texas",24309039
2008,"utah",2663029
2008,"virginia",7833496
2008,"vermont",624151
2008,"washington",6562231
2008,"wisconsin",5640996
2008,"west virginia",1840310
2008,"wyoming",546043
2009,"alaska",698895
2009,"alabama",4757938
2009,"arkansas",2896843
2009,"arizona",6343154
2009,"california",36961229
2009,"colorado",4972195
2009,"connecticut",3561807
2009,"district of columbia",592228
2009,"delaware",891730
2009,"florida",18652644
2009,"georgia",9620846
2009,"hawaii",1346717
2009,"iowa",3032870
2009,"idaho",1554439
2009,"illinois",12796778
2009,"indiana",6459325
2009,"kansas",2832704
2009,"kentucky",4317074
2009,"louisiana",4491648
2009,"massachusetts",6517613
2009,"maryland",5730388
2009,"maine",1329590
2009,"michigan",9901591
2009,"minnesota",5281203
2009,"missouri",5961088
2009,"mississippi",2958774
2009,"montana",983982
2009,"north carolina",9449566
2009,"north dakota",664968
2009,"nebraska",1812683
2009,"new hampshire",1316102
2009,"new jersey",8755602
2009,"new mexico",2036802
2009,"nevada",2684665
2009,"new york",19307066
2009,"ohio",11528896
2009,"oklahoma",3717572
2009,"oregon",3808600
2009,"pennsylvania",12666858
2009,"rhode island",1053646
2009,"south carolina",4589872
2009,"south dakota",807067
2009,"tennessee",6306019
2009,"texas",24801761
2009,"utah",2723421
2009,"virginia",7925937
2009,"vermont",624817
2009,"washington",6667426
2009,"wisconsin",5669264
2009,"west virginia",1847775
2009,"wyoming",559851
2010,"alaska",714021
2010,"alabama",4785161
2010,"arkansas",2922394
2010,"arizona",6408208
2010,"california",37334079
2010,"colorado",5048254
2010,"connecticut",3579717
2010,"district of columbia",605126
2010,"delaware",899791
2010,"florida",18849890
2010,"georgia",9713454
2010,"hawaii",1363980
2010,"iowa",3050694
2010,"idaho",1570986
2010,"illinois",12841249
2010,"indiana",6490590
2010,"kansas",2858824
2010,"kentucky",4347937
2010,"louisiana",4544951
2010,"massachusetts",6565036
2010,"maryland",5788409
2010,"maine",1327695
2010,"michigan",9877369
2010,"minnesota",5310903
2010,"missouri",5996052
2010,"mississippi",2970316
2010,"montana",990643
2010,"north carolina",9558979
2010,"north dakota",674530
2010,"nebraska",1830025
2010,"new hampshire",1316708
2010,"new jersey",8803881
2010,"new mexico",2064741
2010,"nevada",2703440
2010,"new york",19402920
2010,"ohio",11540766
2010,"oklahoma",3759596
2010,"oregon",3837972
2010,"pennsylvania",12712014
2010,"rhode island",1053219
2010,"south carolina",4635894
2010,"south dakota",816299
2010,"tennessee",6356585
2010,"texas",25244363
2010,"utah",2775426
2010,"virginia",8025787
2010,"vermont",625984
2010,"washington",6743060
2010,"wisconsin",5690204
2010,"west virginia",1854225
2010,"wyoming",564516
2011,"alaska",722720
2011,"alabama",4801108
2011,"arkansas",2938538
2011,"arizona",6468732
2011,"california",37700034
2011,"colorado",5119480
2011,"connecticut",3589759
2011,"district of columbia",620472
2011,"delaware",907916
2011,"florida",19105533
2011,"georgia",9812280
2011,"hawaii",1378227
2011,"iowa",3065389
2011,"idaho",1584134
2011,"illinois",12861882
2011,"indiana",6516845
2011,"kansas",2869917
2011,"kentucky",4367882
2011,"louisiana",4575381
2011,"massachusetts",6611797
2011,"maryland",5844171
2011,"maine",1328257
2011,"michigan",9876589
2011,"minnesota",5348119
2011,"missouri",6010587
2011,"mississippi",2977999
2011,"montana",997746
2011,"north carolina",9651025
2011,"north dakota",685326
2011,"nebraska",1842383
2011,"new hampshire",1318344
2011,"new jersey",8842934
2011,"new mexico",2078226
2011,"nevada",2718819
2011,"new york",19523202
2011,"ohio",11545442
2011,"oklahoma",3786626
2011,"oregon",3868509
2011,"pennsylvania",12745202
2011,"rhode island",1051856
2011,"south carolina",4672733
2011,"south dakota",824289
2011,"tennessee",6398408
2011,"texas",25654464
2011,"utah",2816440
2011,"virginia",8110783
2011,"vermont",626687
2011,"washington",6823229
2011,"wisconsin",5709720
2011,"west virginia",1854948
2011,"wyoming",567768
2012,"alaska",731228
2012,"alabama",4816089
2012,"arkansas",2949499
2012,"arizona",6553262
2012,"california",38056055
2012,"colorado",5191731
2012,"connecticut",3593541
2012,"district of columbia",635342
2012,"delaware",917099
2012,"florida",19352021
2012,"georgia",9917639
2012,"hawaii",1392641
2012,"iowa",3076636
2012,"idaho",1596097
2012,"illinois",12875167
2012,"indiana",6538283
2012,"kansas",2886281
2012,"kentucky",4382667
2012,"louisiana",4603676
2012,"massachusetts",6657780
2012,"maryland",5890740
2012,"maine",1328888
2012,"michigan",9886879
2012,"minnesota",5380443
2012,"missouri",6025468
2012,"mississippi",2985660
2012,"montana",1005157
2012,"north carolina",9747021
2012,"north dakota",702265
2012,"nebraska",1855973
2012,"new hampshire",1321393
2012,"new jersey",8874893
2012,"new mexico",2084792
2012,"nevada",2754874
2012,"new york",19606981
2012,"ohio",11551783
2012,"oklahoma",3817679
2012,"oregon",3899444
2012,"pennsylvania",12772789
2012,"rhode island",1052393
2012,"south carolina",4721341
2012,"south dakota",834631
2012,"tennessee",6455469
2012,"texas",26089741
2012,"utah",2856343
2012,"virginia",8193374
2012,"vermont",626398
2012,"washington",6897292
2012,"wisconsin",5726422
2012,"west virginia",1856283
2012,"wyoming",577080
2013,"alaska",737442
2013,"alabama",4830533
2013,"arkansas",2957957
2013,"arizona",6630799
2013,"california",38414128
2013,"colorado",5271132
2013,"connecticut",3597168
2013,"district of columbia",649540
2013,"delaware",925353
2013,"florida",19594467
2013,"georgia",9991562
2013,"hawaii",1408765
2013,"iowa",3092224
2013,"idaho",1612785
2013,"illinois",12889580
2013,"indiana",6570518
2013,"kansas",2894630
2013,"kentucky",4398500
2013,"louisiana",4627491
2013,"massachusetts",6708810
2013,"maryland",5936040
2013,"maine",1328778
2013,"michigan",9900506
2013,"minnesota",5420541
2013,"missouri",6043708
2013,"mississippi",2990976
2013,"montana",1014402
2013,"north carolina",9845432
2013,"north dakota",723626
2013,"nebraska",1869300
2013,"new hampshire",1322660
2013,"new jersey",8907384
2013,"new mexico",2086890
2013,"nevada",2790366
2013,"new york",19691032
2013,"ohio",11572232
2013,"oklahoma",3853405
2013,"oregon",3928030
2013,"pennsylvania",12783536
2013,"rhode island",1052856
2013,"south carolina",4768498
2013,"south dakota",845270
2013,"tennessee",6496130
2013,"texas",26500674
2013,"utah",2903685
2013,"virginia",8267875
2013,"vermont",627129
2013,"washington",6973281
2013,"wisconsin",5743653
2013,"west virginia",1852985
2013,"wyoming",583131
2014,"alaska",737046
2014,"alabama",4846411
2014,"arkansas",2966835
2014,"arizona",6728783
2014,"california",38792291
2014,"colorado",5355588
2014,"connecticut",3594762
2014,"district of columbia",659836
2014,"delaware",935968
2014,"florida",19905569
2014,"georgia",10097132
2014,"hawaii",1420257
2014,"iowa",3109481
2014,"idaho",1634806
2014,"illinois",12882189
2014,"indiana",6597880
2014,"kansas",2902507
2014,"kentucky",4412617
2014,"louisiana",4648990
2014,"massachusetts",6755124
2014,"maryland",5975346
2014,"maine",1330256
2014,"michigan",9916306
2014,"minnesota",5457125
2014,"missouri",6063827
2014,"mississippi",2993443
2014,"montana",1023252
2014,"north carolina",9940387
2014,"north dakota",740040
2014,"nebraska",1882980
2014,"new hampshire",1327996
2014,"new jersey",8938844
2014,"new mexico",2085567
2014,"nevada",2838281
2014,"new york",19748858
2014,"ohio",11596998
2014,"oklahoma",3879610
2014,"oregon",3971202
2014,"pennsylvania",12793767
2014,"rhode island",1054907
2014,"south carolina",4829160
2014,"south dakota",853304
2014,"tennessee",6547779
2014,"texas",26979078
2014,"utah",2944498
2014,"virginia",8328098
2014,"vermont",626767
2014,"washington",7063166
2014,"wisconsin",5759432
2014,"west virginia",1848751
2014,"wyoming",584304
2015,"alaska",738432
2015,"alabama",4858979
2015,"arkansas",2978204
2015,"arizona",6828065
2015,"california",39144818
2015,"colorado",5456574
2015,"connecticut",3590886
2015,"district of columbia",672228
2015,"delaware",945934
2015,"florida",20271272
2015,"georgia",10214860
2015,"hawaii",1431603
2015,"iowa",3123899
2015,"idaho",1654930
2015,"illinois",12859995
2015,"indiana",6619680
2015,"kansas",2911641
2015,"kentucky",4425092
2015,"louisiana",4670724
2015,"massachusetts",6794422
2015,"maryland",6006401
2015,"maine",1329328
2015,"michigan",9922576
2015,"minnesota",5489594
2015,"missouri",6083672
2015,"mississippi",2992333
2015,"montana",1032949
2015,"north carolina",10042802
2015,"north dakota",756927
2015,"nebraska",1896190
2015,"new hampshire",1330608
2015,"new jersey",8958013
2015,"new mexico",2085109
2015,"nevada",2890845
2015,"new york",19795791
2015,"ohio",11613423
2015,"oklahoma",3911338
2015,"oregon",4028977
2015,"pennsylvania",12802503
2015,"rhode island",1056298
2015,"south carolina",4896146
2015,"south dakota",858469
2015,"tennessee",6600299
2015,"texas",27469114
2015,"utah",2995919
2015,"virginia",8382993
2015,"vermont",626042
2015,"washington",7170351
2015,"wisconsin",5771337
2015,"west virginia",1844128
2015,"wyoming",586107
